what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1340649906114
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1340649906115
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1340649906116
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1340649906117
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1340649906118
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1340649906119
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1340649906119
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1340649906120
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1340649906123
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1340649906124
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1340649906124
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1340649906125
started,bundle,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.ui",1340649906125
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1340649906126
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1340649906126
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.100.v201201031437,"org.eclipse.jst.ws.jaxws.utils",1340649906127
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1340649906127
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1340649906128
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1340649906128
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1340649906128
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1340649906129
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1340649906129
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1340649906129
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1340649906130
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1340649906130
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1340649906130
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1340649906131
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1340649906132
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1340649906132
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1340649906133
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1340649906133
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1340649906134
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1340649906134
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1340649906135
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1340649906136
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1340649906136
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1340649906137
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1340649906138
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1340649906138
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1340649906138
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1340649906139
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1340649906139
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1340649906139
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1340649906140
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1340649906141
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1340649906141
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1340649906142
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1340649906142
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1340649906143
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1340649906143
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1340649906143
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1340649906144
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1340649906144
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1340649906144
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1340649906145
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1340649906145
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1340649906145
started,bundle,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.adt",1340649906145
started,bundle,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms",1340649906145
os,sysinfo,,,"win32",1340649906147
arch,sysinfo,,,"x86",1340649906147
ws,sysinfo,,,"win32",1340649906147
locale,sysinfo,,,"en_US",1340649906147
processors,sysinfo,,,"8",1340649906147
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1340649906147
java.runtime.version,sysinfo,,,"1.7.0_04-b22",1340649906147
java.specification.name,sysinfo,,,"Java Platform API Specification",1340649906147
java.specification.vendor,sysinfo,,,"Oracle Corporation",1340649906147
java.specification.version,sysinfo,,,"1.7",1340649906147
java.vendor,sysinfo,,,"Oracle Corporation",1340649906147
java.version,sysinfo,,,"1.7.0_04",1340649906147
java.vm.info,sysinfo,,,"mixed mode, sharing",1340649906147
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1340649906147
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1340649906147
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1340649906147
java.vm.specification.version,sysinfo,,,"1.7",1340649906147
java.vm.vendor,sysinfo,,,"Oracle Corporation",1340649906147
java.vm.version,sysinfo,,,"23.0-b21",1340649906147
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1340649941134
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1340649941144
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1340649941158
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1340649948469
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1340649948470
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1340649948471
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340649948488
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1340649948518
opened,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1340649948671
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1340649948690
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1340649948693
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.perspectives.showPerspective",1340649948737
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1340649948737
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340649951767
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1340649967477
error,log,,,"Failed to load properties file for project 'Spinner'",1340649987901
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1340649987917
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1340649987926
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1340649988007
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1340649988149
started,bundle,org.eclipse.jst.jee.ui,1.0.401.v201202011107,"org.eclipse.jst.jee.ui",1340649988149
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.501.v201107261503,"org.eclipse.jst.j2ee.navigator.ui",1340649988179
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1340649988199
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1340649988200
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1340649988200
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1340649988202
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1340649988213
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1340649988214
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1340649988221
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1340649988233
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1340649988418
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1340649988423
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340649988435
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340649990281
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1340649990650
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1340649990650
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1340650003303
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1340650003304
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1340650003312
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1340650003312
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1340650003393
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1340650003395
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1340650004421
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1340650004637
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1340650005600
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340650006712
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340650006795
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1340650023343
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1340650023528
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1340650023530
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1340650023737
started,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1340650023798
opened,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1340650024090
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1340650024104
started,bundle,org.eclipse.jem.workbench,2.0.400.v201104251400,"org.eclipse.jem.workbench",1340650025434
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1340650025451
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1340650025480
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340650043384
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1340650045474
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1340650062756
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340650062818
closed,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1340650062818
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340650067605
error,log,,,"Failed to load properties file for project 'ActionBarCompat'",1340650102068
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340650102136
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1340650107044
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340650114112
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1340650114188
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1340650114218
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340650114238
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1340650114310
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340650152754
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340650156115
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340650156153
error,log,,,"Current file is not a match for the given config.",1340650160259
error,log,,,"Current file is not a match for the given config.",1340650160260
error,log,,,"Current file is not a match for the given config.",1340650160260
error,log,,,"Current file is not a match for the given config.",1340650160260
error,log,,,"Current file is not a match for the given config.",1340650160261
error,log,,,"Current file is not a match for the given config.",1340650160261
error,log,,,"Current file is not a match for the given config.",1340650160261
error,log,,,"Current file is not a match for the given config.",1340650160262
error,log,,,"Current file is not a match for the given config.",1340650160262
error,log,,,"Current file is not a match for the given config.",1340650160263
error,log,,,"Current file is not a match for the given config.",1340650160263
error,log,,,"Current file is not a match for the given config.",1340650160263
error,log,,,"Current file is not a match for the given config.",1340650160264
error,log,,,"Current file is not a match for the given config.",1340650160265
error,log,,,"Current file is not a match for the given config.",1340650160265
error,log,,,"Current file is not a match for the given config.",1340650160265
error,log,,,"Current file is not a match for the given config.",1340650160266
error,log,,,"Current file is not a match for the given config.",1340650160266
error,log,,,"Current file is not a match for the given config.",1340650160267
error,log,,,"Current file is not a match for the given config.",1340650160267
error,log,,,"Current file is not a match for the given config.",1340650160267
error,log,,,"Current file is not a match for the given config.",1340650160268
error,log,,,"Current file is not a match for the given config.",1340650160268
error,log,,,"Current file is not a match for the given config.",1340650160268
error,log,,,"Current file is not a match for the given config.",1340650160269
error,log,,,"Current file is not a match for the given config.",1340650160269
error,log,,,"Current file is not a match for the given config.",1340650160269
error,log,,,"Current file is not a match for the given config.",1340650160270
error,log,,,"Current file is not a match for the given config.",1340650160270
error,log,,,"Current file is not a match for the given config.",1340650160271
error,log,,,"Current file is not a match for the given config.",1340650160271
error,log,,,"Current file is not a match for the given config.",1340650160271
error,log,,,"Current file is not a match for the given config.",1340650160272
error,log,,,"Current file is not a match for the given config.",1340650160272
error,log,,,"Current file is not a match for the given config.",1340650160272
error,log,,,"Current file is not a match for the given config.",1340650160273
error,log,,,"Current file is not a match for the given config.",1340650160273
error,log,,,"Current file is not a match for the given config.",1340650160273
error,log,,,"Current file is not a match for the given config.",1340650160274
error,log,,,"Current file is not a match for the given config.",1340650160274
error,log,,,"Current file is not a match for the given config.",1340650160274
error,log,,,"Current file is not a match for the given config.",1340650160275
error,log,,,"Current file is not a match for the given config.",1340650160275
error,log,,,"Current file is not a match for the given config.",1340650160276
error,log,,,"Current file is not a match for the given config.",1340650160276
error,log,,,"Current file is not a match for the given config.",1340650160276
error,log,,,"Current file is not a match for the given config.",1340650160277
error,log,,,"Current file is not a match for the given config.",1340650160277
error,log,,,"Current file is not a match for the given config.",1340650160277
error,log,,,"Current file is not a match for the given config.",1340650160278
error,log,,,"Current file is not a match for the given config.",1340650160278
error,log,,,"Current file is not a match for the given config.",1340650160278
error,log,,,"Current file is not a match for the given config.",1340650160279
error,log,,,"Current file is not a match for the given config.",1340650160279
error,log,,,"Current file is not a match for the given config.",1340650160279
error,log,,,"Current file is not a match for the given config.",1340650160280
error,log,,,"Current file is not a match for the given config.",1340650160280
error,log,,,"Current file is not a match for the given config.",1340650160280
error,log,,,"Current file is not a match for the given config.",1340650160281
error,log,,,"Current file is not a match for the given config.",1340650160281
error,log,,,"Current file is not a match for the given config.",1340650160281
error,log,,,"Current file is not a match for the given config.",1340650160282
error,log,,,"Current file is not a match for the given config.",1340650160282
error,log,,,"Current file is not a match for the given config.",1340650160282
error,log,,,"Current file is not a match for the given config.",1340650160283
error,log,,,"Current file is not a match for the given config.",1340650160283
error,log,,,"Current file is not a match for the given config.",1340650160284
error,log,,,"Current file is not a match for the given config.",1340650160284
error,log,,,"Current file is not a match for the given config.",1340650160284
error,log,,,"Current file is not a match for the given config.",1340650160285
error,log,,,"Current file is not a match for the given config.",1340650160285
error,log,,,"Current file is not a match for the given config.",1340650160285
error,log,,,"Current file is not a match for the given config.",1340650160286
error,log,,,"Current file is not a match for the given config.",1340650160286
error,log,,,"Current file is not a match for the given config.",1340650160286
error,log,,,"Current file is not a match for the given config.",1340650160287
error,log,,,"Current file is not a match for the given config.",1340650160287
error,log,,,"Current file is not a match for the given config.",1340650160287
error,log,,,"Current file is not a match for the given config.",1340650160288
error,log,,,"Current file is not a match for the given config.",1340650160288
error,log,,,"Current file is not a match for the given config.",1340650160288
error,log,,,"Current file is not a match for the given config.",1340650160289
error,log,,,"Current file is not a match for the given config.",1340650160289
error,log,,,"Current file is not a match for the given config.",1340650160289
error,log,,,"Current file is not a match for the given config.",1340650160290
error,log,,,"Current file is not a match for the given config.",1340650160290
